en
S,en,Ukraine,ru,Украина,ru,Україна
T,en,Verhni sinivtsi,ru,Верхнi Синiвцi,ua,Верхнi Синiвцi
T,en,Voloka,ru,Волока,ua,Волока
T,en,Gliboka,ru,Глибока,ua,Глибока
T,en,Gorbivtsi,ru,Горбiвцi,ua,Горбiвцi
T,en,Grushivka,ru,Грушiвка,ua,Грушiвка
T,en,Dimka,ru,Димка,ua,Димка
T,en,Jordaneshti,ru,Йорданешти,ua,Йорданешти
T,en,Kam'janka,ru,Кам'янка,ua,Кам'янка
T,en,Karapchiv,ru,Карапчiв,ua,Карапчiв
T,en,Korovija,ru,Коровiя,ua,Коровiя
T,en,Korchivtsi,ru,Корчiвцi,ua,Корчiвцi
T,en,Kupka,ru,Купка,ua,Купка
T,en,Lukovitsja,ru,Луковиця,ua,Луковиця
T,en,Mihajlivka,ru,Михайлiвка,ua,Михайлiвка
T,en,Molodija,ru,Молодiя,ua,Молодiя
T,en,Nizhni sinivtsi,ru,Нижнi Синiвцi,ua,Нижнi Синiвцi
T,en,Oprisheni,ru,Опришени,ua,Опришени
T,en,Petrichanka,ru,Петричанка,ua,Петричанка
T,en,Poljana,ru,Поляна,ua,Поляна
T,en,Privoroki,ru,Привороки,ua,Привороки
T,en,Prosika,ru,Просiка,ua,Просiка
T,en,Sinivtsi,ru,Синiвцi,ua,Синiвцi
T,en,Slobidka,ru,Слобiдка,ua,Слобiдка
T,en,Stanivtsi,ru,Станiвцi,ua,Станiвцi
T,en,Starij vovchinets',ru,Старий Вовчинець,ua,Старий Вовчинець
T,en,Sterche,ru,Стерче,ua,Стерче
T,en,Sucheveni,ru,Сучевени,ua,Сучевени
T,en,Tarashani,ru,Тарашани,ua,Тарашани
T,en,Terebleche,ru,Тереблече,ua,Тереблече
T,en,Turjatka,ru,Турятка,ua,Турятка
T,en,CHagor,ru,Чагор,ua,Чагор
T,en,CHervona dibrova,ru,Червона Дiброва,ua,Червона Дiброва
T,en,CHerepkivtsi,ru,Черепкiвцi,ua,Черепкiвцi
T,en,Babin,ru,Бабин,ua,Бабин
T,en,Balamutivka,ru,Баламутiвка,ua,Баламутiвка
T,en,Bojanchuk,ru,Боянчук,ua,Боянчук
T,en,Bridok,ru,Брiдок,ua,Брiдок
T,en,Vasiliv,ru,Василiв,ua,Василiв
T,en,Vaslovivtsi,ru,Васловiвцi,ua,Васловiвцi
T,en,Verbivtsi,ru,Вербiвцi,ua,Вербiвцi
T,en,Verenchanka,ru,Веренчанка,ua,Веренчанка
T,en,Vikno,ru,Вiкно,ua,Вiкно
T,en,Gorishni sherivtsi,ru,Горiшнi Шерiвцi,ua,Горiшнi Шерiвцi
T,en,Goroshivtsi,ru,Горошiвцi,ua,Горошiвцi
T,en,Dobrinivtsi,ru,Добринiвцi,ua,Добринiвцi
T,en,Doroshivtsi,ru,Дорошiвцi,ua,Дорошiвцi
T,en,Zadubrivka,ru,Задубрiвка,ua,Задубрiвка
T,en,Zastavna,ru,Заставна,ua,Заставна
T,en,Zvenjachin,ru,Звенячин,ua,Звенячин
T,en,Kadubivtsi,ru,Кадубiвцi,ua,Кадубiвцi
T,en,Kostrizhivka,ru,Кострижiвка,ua,Кострижiвка
T,en,Kulivtsi,ru,Кулiвцi,ua,Кулiвцi
T,en,Malij kuchuriv,ru,Малий Кучурiв,ua,Малий Кучурiв
T,en,Mitkiv,ru,Миткiв,ua,Миткiв
T,en,Onut,ru,Онут,ua,Онут
T,en,Pogorilivka,ru,Погорiлiвка,ua,Погорiлiвка
T,en,Prilipche,ru,Прилипче,ua,Прилипче
T,en,Repuzhintsi,ru,Репужинцi,ua,Репужинцi
T,en,Rzhavintsi,ru,Ржавинцi,ua,Ржавинцi
T,en,Samushin,ru,Самушин,ua,Самушин
T,en,Tovtri,ru,Товтри,ua,Товтри
T,en,Hreschatik,ru,Хрещатик,ua,Хрещатик
T,en,CHornij potik,ru,Чорний Потiк,ua,Чорний Потiк
T,en,CHun'kiv,ru,Чунькiв,ua,Чунькiв
T,en,Shubranets',ru,Шубранець,ua,Шубранець
T,en,Jurkivtsi,ru,Юркiвцi,ua,Юркiвцi
T,en,Babin,ru,Бабин,ua,Бабин
T,en,Bernove,ru,Бернове,ua,Бернове
T,en,Buzovitsja,ru,Бузовиця,ua,Бузовиця
T,en,Burdjug,ru,Бурдюг,ua,Бурдюг
T,en,Vartikivtsi,ru,Вартикiвцi,ua,Вартикiвцi
T,en,Vovchinets',ru,Вовчинець,ua,Вовчинець
T,en,Voronovitsja,ru,Вороновиця,ua,Вороновиця
T,en,Grushivtsi,ru,Грушiвцi,ua,Грушiвцi
T,en,Dnistrivka,ru,Днiстрiвка,ua,Днiстрiвка
T,en,Zelena,ru,Зелена,ua,Зелена
T,en,Ivanivtsi,ru,Iванiвцi,ua,Iванiвцi
T,en,Kel'mentsi,ru,Кельменцi,ua,Кельменцi
T,en,Kozirjani,ru,Козиряни,ua,Козиряни
T,en,Komariv,ru,Комарiв,ua,Комарiв
T,en,Konovka,ru,Коновка,ua,Коновка
T,en,Lenkivtsi,ru,Ленкiвцi,ua,Ленкiвцi
T,en,Livintsi,ru,Лiвинцi,ua,Лiвинцi
T,en,Lukachivka,ru,Лукачiвка,ua,Лукачiвка
T,en,Mihajlivka,ru,Михайлiвка,ua,Михайлiвка
T,en,Moshanets',ru,Мошанець,ua,Мошанець
T,en,Nagorjani,ru,Нагоряни,ua,Нагоряни
T,en,Nelipivtsi,ru,Нелипiвцi,ua,Нелипiвцi
T,en,Novoselitsja,ru,Новоселиця,ua,Новоселиця
T,en,Oselivka,ru,Оселiвка,ua,Оселiвка
T,en,Perkivtsi,ru,Перкiвцi,ua,Перкiвцi
T,en,Podvir'yivka,ru,Подвiр'ївка,ua,Подвiр'ївка
T,en,Putrine,ru,Путрине,ua,Путрине
T,en,Rososhani,ru,Росошани,ua,Росошани
T,en,Slobidka,ru,Слобiдка,ua,Слобiдка
T,en,Beregomet,ru,Берегомет,ua,Берегомет
T,en,Bila,ru,Бiла,ua,Бiла
T,en,Borivtsi,ru,Борiвцi,ua,Борiвцi
T,en,Brusenki,ru,Брусенки,ua,Брусенки
T,en,Brusnitsja,ru,Брусниця,ua,Брусниця
T,en,Valjava,ru,Валява,ua,Валява
T,en,Verhni stanivtsi,ru,Верхнi Станiвцi,ua,Верхнi Станiвцi
T,en,Vitilivka,ru,Витилiвка,ua,Витилiвка
T,en,Glinitsja,ru,Глиниця,ua,Глиниця
T,en,Davidivtsi,ru,Давидiвцi,ua,Давидiвцi
T,en,Drachintsi,ru,Драчинцi,ua,Драчинцi
T,en,Dubivtsi,ru,Дубiвцi,ua,Дубiвцi
T,en,Zeleniv,ru,Зеленiв,ua,Зеленiв
T,en,Ivankivtsi,ru,Iванкiвцi,ua,Iванкiвцi
T,en,Kal'nivtsi,ru,Кальнiвцi,ua,Кальнiвцi
T,en,Kiseliv,ru,Киселiв,ua,Киселiв
T,en,Kitsman',ru,Кiцмань,ua,Кiцмань
T,en,Klivodin,ru,Клiводин,ua,Клiводин
T,en,Lashkivka,ru,Лашкiвка,ua,Лашкiвка
T,en,Luzhani,ru,Лужани,ua,Лужани
T,en,Maljatintsi,ru,Малятинцi,ua,Малятинцi
T,en,Nepolokivtsi,ru,Неполокiвцi,ua,Неполокiвцi
T,en,Nizhni stanivtsi,ru,Нижнi Станiвцi,ua,Нижнi Станiвцi
T,en,Mamayivtsi,ru,Мамаївцi,ua,Мамаївцi
T,en,Novi drachintsi,ru,Новi Драчинцi,ua,Новi Драчинцi
T,en,Orshivtsi,ru,Оршiвцi,ua,Оршiвцi
T,en,Oshihlibi,ru,Ошихлiби,ua,Ошихлiби
T,en,P'jadikivtsi,ru,П'ядикiвцi,ua,П'ядикiвцi
T,en,Revakivtsi,ru,Ревакiвцi,ua,Ревакiвцi
T,en,Rivne,ru,Рiвне,ua,Рiвне
T,en,Stavchani,ru,Ставчани,ua,Ставчани
T,en,Strilets'kij kut,ru,Стрiлецький Кут,ua,Стрiлецький Кут
T,en,Suhoverhiv,ru,Суховерхiв,ua,Суховерхiв
T,en,Hlivische,ru,Хлiвище,ua,Хлiвище
T,en,CHortorija,ru,Чортория,ua,Чортория
T,en,Shipintsi,ru,Шипинцi,ua,Шипинцi
T,en,Shishkivtsi,ru,Шишкiвцi,ua,Шишкiвцi
T,en,Juzhinets',ru,Южинець,ua,Южинець
T,en,Balkivtsi,ru,Балкiвцi,ua,Балкiвцi
T,en,Berestja,ru,Берестя,ua,Берестя
T,en,Bojani,ru,Бояни,ua,Бояни
T,en,Buda,ru,Буда,ua,Буда
T,en,Vanchikivtsi,ru,Ванчикiвцi,ua,Ванчикiвцi
T,en,Dinivtsi,ru,Динiвцi,ua,Динiвцi
T,en,Dovzhok,ru,Довжок,ua,Довжок
T,en,Dranitsja,ru,Драниця,ua,Драниця
T,en,Dumeni,ru,Думени,ua,Думени
T,en,Zhilivka,ru,Жилiвка,ua,Жилiвка
T,en,Zelenij gaj,ru,Зелений Гай,ua,Зелений Гай
T,en,Kostichani,ru,Костичани,ua,Костичани
T,en,Koteleve,ru,Котелеве,ua,Котелеве
T,en,Koshuljani,ru,Кошуляни,ua,Кошуляни
T,en,Magala,ru,Магала,ua,Магала
T,en,Malinivka,ru,Малинiвка,ua,Малинiвка
T,en,Mamaliga,ru,Мамалига,ua,Мамалига
T,en,Marshintsi,ru,Маршинцi,ua,Маршинцi
T,en,Negrintsi,ru,Негринцi,ua,Негринцi
T,en,Nesvoja,ru,Несвоя,ua,Несвоя
T,en,Novoivankivtsi,ru,Новоiванкiвцi,ua,Новоiванкiвцi
T,en,Novoselitsja,ru,Новоселиця,ua,Новоселиця
T,en,Ostritsja,ru,Остриця,ua,Остриця
T,en,Podvirne,ru,Подвiрне,ua,Подвiрне
T,en,Pripruttja,ru,Припруття,ua,Припруття
T,en,Ringach,ru,Рингач,ua,Рингач
T,en,Ridkivtsi,ru,Рiдкiвцi,ua,Рiдкiвцi
T,en,Rokitne,ru,Рокитне,ua,Рокитне
T,en,Sloboda,ru,Слобода,ua,Слобода
T,en,Stal'nivtsi,ru,Стальнiвцi,ua,Стальнiвцi
T,en,Stroyintsi,ru,Строїнцi,ua,Строїнцi
T,en,Tarasivtsi,ru,Тарасiвцi,ua,Тарасiвцi
T,en,Toporivtsi,ru,Топорiвцi,ua,Топорiвцi
T,en,Revkivtsi,ru,Ревкiвцi,ua,Ревкiвцi
T,en,Forosna,ru,Форосна,ua,Форосна
T,en,CHerlenivka,ru,Черленiвка,ua,Черленiвка
T,en,CHornivka,ru,Чорнiвка,ua,Чорнiвка
T,en,Scherbintsi,ru,Щербинцi,ua,Щербинцi
T,en,Galitsivka,ru,Галицiвка,ua,Галицiвка
T,en,Goloshina,ru,Голошина,ua,Голошина
T,en,Dihtinets',ru,Дихтинець,ua,Дихтинець
T,en,Dovgopillja,ru,Довгопiлля,ua,Довгопiлля
T,en,Kiselitsi,ru,Киселицi,ua,Киселицi
T,en,Konjatin,ru,Конятин,ua,Конятин
T,en,Marinichi,ru,Мариничi,ua,Мариничi
T,en,Nizhnij JAlovets',ru,Нижнiй Яловець,ua,Нижнiй Яловець
T,en,Parkulina,ru,Паркулина,ua,Паркулина
T,en,Petrashi,ru,Петрашi,ua,Петрашi
T,en,Pidzaharichi,ru,Пiдзахаричi,ua,Пiдзахаричi
T,en,Ploska,ru,Плоска,ua,Плоска
T,en,Putila,ru,Путила,ua,Путила
T,en,Roztoki,ru,Розтоки,ua,Розтоки
T,en,Samakova,ru,Самакова,ua,Самакова
T,en,Seljatin,ru,Селятин,ua,Селятин
T,en,Sergiyi,ru,Сергiї,ua,Сергiї
T,en,Stebni,ru,Стебнi,ua,Стебнi
T,en,Ust'-putila,ru,Усть-Путила,ua,Усть-Путила
T,en,Shepit,ru,Шепiт,ua,Шепiт
T,en,JAblunitsja,ru,Яблуниця,ua,Яблуниця
T,en,Bilousivka,ru,Бiлоусiвка,ua,Бiлоусiвка
T,en,Bratanivka,ru,Братанiвка,ua,Братанiвка
T,en,Vasilivka,ru,Василiвка,ua,Василiвка
T,en,Vashkivtsi,ru,Вашкiвцi,ua,Вашкiвцi
T,en,Vitrjanka,ru,Вiтрянка,ua,Вiтрянка
T,en,Voloshkove,ru,Волошкове,ua,Волошкове
T,en,Gvizdivtsi,ru,Гвiздiвцi,ua,Гвiздiвцi
T,en,Grubna,ru,Грубна,ua,Грубна
T,en,Kobolchin,ru,Коболчин,ua,Коболчин
T,en,Korman',ru,Кормань,ua,Кормань
T,en,Kulishivka,ru,Кулiшiвка,ua,Кулiшiвка
T,en,Lomachintsi,ru,Ломачинцi,ua,Ломачинцi
T,en,Lopativ,ru,Лопатiв,ua,Лопатiв
T,en,Mihalkove,ru,Михалкове,ua,Михалкове
T,en,Novodnistrovs'k,ru,Новоднiстровськ,ua,Новоднiстровськ
T,en,Novooleksiyivka,ru,Новоолексiївка,ua,Новоолексiївка
T,en,Ozheve,ru,Ожеве,ua,Ожеве
T,en,Oleksiyivka,ru,Олексiївка,ua,Олексiївка
T,en,Romankivtsi,ru,Романкiвцi,ua,Романкiвцi
T,en,Selische,ru,Селище,ua,Селище
T,en,Serbichani,ru,Сербичани,ua,Сербичани
T,en,Sokirjani,ru,Сокиряни,ua,Сокиряни
T,en,Shebutintsi,ru,Шебутинцi,ua,Шебутинцi
T,en,Shishkivtsi,ru,Шишкiвцi,ua,Шишкiвцi
T,en,Arshitsja,ru,Аршиця,ua,Аршиця
T,en,Baniliv-pidgirnij,ru,Банилiв-Пiдгiрний,ua,Банилiв-Пiдгiрний
T,en,Bobivtsi,ru,Бобiвцi,ua,Бобiвцi
T,en,Budenets',ru,Буденець,ua,Буденець
T,en,Velikij kuchuriv,ru,Великий Кучурiв,ua,Великий Кучурiв
T,en,Verhni petrivtsi,ru,Верхнi Петрiвцi,ua,Верхнi Петрiвцi
T,en,Glibochok,ru,Глибочок,ua,Глибочок
T,en,Godiliv,ru,Годилiв,ua,Годилiв
T,en,Davidivka,ru,Давидiвка,ua,Давидiвка
T,en,Dibrivka,ru,Дiбрiвка,ua,Дiбрiвка
T,en,Dubove,ru,Дубове,ua,Дубове
T,en,Zabolottja,ru,Заболоття,ua,Заболоття
T,en,Zavoloka,ru,Заволока,ua,Заволока
T,en,Zrub-komarivs'kij,ru,Зруб-Комарiвський,ua,Зруб-Комарiвський
T,en,YIzhivtsi,ru,Їжiвцi,ua,Їжiвцi
T,en,Kam'JAna,ru,Кам'Яна,ua,Кам'Яна
T,en,Komarivtsi,ru,Комарiвцi,ua,Комарiвцi
T,en,Kostintsi,ru,Костинцi,ua,Костинцi
T,en,Krasnoyil's'k,ru,Красноїльськ,ua,Красноїльськ
T,en,Mihal'cha,ru,Михальча,ua,Михальча
T,en,Nizhni petrivtsi,ru,Нижнi Петрiвцi,ua,Нижнi Петрiвцi
T,en,Novi broskivtsi,ru,Новi Броскiвцi,ua,Новi Броскiвцi
T,en,Panka,ru,Панка,ua,Панка
T,en,Ropcha,ru,Ропча,ua,Ропча
T,en,Sloboda-komarivtsi,ru,Слобода-Комарiвцi,ua,Слобода-Комарiвцi
T,en,Snjachiv,ru,Снячiв,ua,Снячiв
T,en,Spas'ka,ru,Спаська,ua,Спаська
T,en,Stara zhadova,ru,Стара Жадова,ua,Стара Жадова
T,en,Stara krasnoshora,ru,Стара Красношора,ua,Стара Красношора
T,en,Stari broskivtsi,ru,Старi Броскiвцi,ua,Старi Броскiвцi
T,en,Storozhinets',ru,Сторожинець,ua,Сторожинець
T,en,Tisovets',ru,Тисовець,ua,Тисовець
T,en,Ursoja,ru,Урсоя,ua,Урсоя
T,en,CHeresh,ru,Череш,ua,Череш
T,en,CHudej,ru,Чудей,ua,Чудей
T,en,JAseni,ru,Ясени,ua,Ясени
T,en,Anadoli,ru,Анадоли,ua,Анадоли
T,en,Ataki,ru,Атаки,ua,Атаки
T,en,Bilivtsi,ru,Бiлiвцi,ua,Бiлiвцi
T,en,Blischad',ru,Блищадь,ua,Блищадь
T,en,Bochkivtsi,ru,Бочкiвцi,ua,Бочкiвцi
T,en,Vladichna,ru,Владична,ua,Владична
T,en,Vornichani,ru,Ворничани,ua,Ворничани
T,en,Gordivtsi,ru,Гордiвцi,ua,Гордiвцi
T,en,Grozintsi,ru,Грозинцi,ua,Грозинцi
T,en,Dankivtsi,ru,Данкiвцi,ua,Данкiвцi
T,en,Dolinjani,ru,Долиняни,ua,Долиняни
T,en,Zarozhani,ru,Зарожани,ua,Зарожани
T,en,Zelena lipa,ru,Зелена Липа,ua,Зелена Липа
T,en,Kaplivka,ru,Каплiвка,ua,Каплiвка
T,en,Kerstentsi,ru,Керстенцi,ua,Керстенцi
T,en,Klishkivtsi,ru,Клiшкiвцi,ua,Клiшкiвцi
T,en,Kolinkivtsi,ru,Колiнкiвцi,ua,Колiнкiвцi
T,en,Kruglik,ru,Круглик,ua,Круглик
T,en,Kruten'ki,ru,Крутеньки,ua,Крутеньки
T,en,Malintsi,ru,Малинцi,ua,Малинцi
T,en,Mlinki,ru,Млинки,ua,Млинки
T,en,Nedoboyivtsi,ru,Недобоївцi,ua,Недобоївцi
T,en,Orestivka,ru,Орестiвка,ua,Орестiвка
T,en,Pashkivtsi,ru,Пашкiвцi,ua,Пашкiвцi
T,en,Perebikivtsi,ru,Перебикiвцi,ua,Перебикiвцi
T,en,Poljana,ru,Поляна,ua,Поляна
T,en,Prigorodok,ru,Пригородок,ua,Пригородок
T,en,Rashkiv,ru,Рашкiв,ua,Рашкiв
T,en,Rukshin,ru,Рукшин,ua,Рукшин
T,en,Ruhotin,ru,Рухотин,ua,Рухотин
T,en,Sankivtsi,ru,Санкiвцi,ua,Санкiвцi
T,en,Stavchani,ru,Ставчани,ua,Ставчани
T,en,Hotin,ru,Хотин,ua,Хотин
T,en,CHeponosi,ru,Чепоноси,ua,Чепоноси
T,en,Shilivtsi,ru,Шилiвцi,ua,Шилiвцi
T,en,Shirivtsi,ru,Ширiвцi,ua,Ширiвцi
T,en,JArivka,ru,Ярiвка,ua,Ярiвка
T,en,CHernivtsi,ru,Чернiвцi,ua,Чернiвцi
R,en,CHernigivs'ka obl,ru,Чернiгiвська обл,ua,Чернiгiвська обл
T,en,Baturin,ru,Батурин,ua,Батурин
T,en,Bahmach,ru,Бахмач,ua,Бахмач
T,en,Bahmach selo,ru,Бахмач Село,ua,Бахмач Село
T,en,Bilovezhi-pershi,ru,Бiловежi-Першi,ua,Бiловежi-Першi
T,en,Varvarivka,ru,Варварiвка,ua,Варварiвка
T,en,Vesele,ru,Веселе,ua,Веселе
T,en,Gajvoron,ru,Гайворон,ua,Гайворон
T,en,Golinka,ru,Голiнка,ua,Голiнка
T,en,Gorodische,ru,Городище,ua,Городище
T,en,Grigorivka,ru,Григорiвка,ua,Григорiвка
T,en,Dmitrivka,ru,Дмитрiвка,ua,Дмитрiвка
T,en,Zelenivka,ru,Зеленiвка,ua,Зеленiвка
T,en,Krasilivka,ru,Красилiвка,ua,Красилiвка
T,en,Krasne,ru,Красне,ua,Красне
T,en,Kropivne,ru,Кропивне,ua,Кропивне
T,en,Kurin',ru,Курiнь,ua,Курiнь
T,en,Matiyivka,ru,Матiївка,ua,Матiївка
T,en,Mitchenki,ru,Митченки,ua,Митченки
T,en,Obmacheve,ru,Обмачеве,ua,Обмачеве
T,en,Osich,ru,Осiч,ua,Осiч
T,en,Pal'chiki,ru,Пальчики,ua,Пальчики
T,en,Piski,ru,Пiски,ua,Пiски
T,en,Rubanka,ru,Рубанка,ua,Рубанка
T,en,Stril'niki,ru,Стрiльники,ua,Стрiльники
T,en,Tereshiha,ru,Терешиха,ua,Терешиха
T,en,Tinitsja,ru,Тиниця,ua,Тиниця
T,en,Fastivtsi,ru,Фастiвцi,ua,Фастiвцi
T,en,Halimonove,ru,Халимонове,ua,Халимонове
T,en,Bilotserkivtsi,ru,Бiлоцеркiвцi,ua,Бiлоцеркiвцi
T,en,Bobrovitsja,ru,Бобровиця,ua,Бобровиця
T,en,Branitsja,ru,Браниця,ua,Браниця
T,en,Brigintsi,ru,Бригинцi,ua,Бригинцi
T,en,Veprik,ru,Веприк,ua,Веприк
T,en,Voron'ki,ru,Вороньки,ua,Вороньки
T,en,Gavrilivka,ru,Гаврилiвка,ua,Гаврилiвка
T,en,Gorbachi,ru,Горбачi,ua,Горбачi
T,en,Kobizhcha,ru,Кобижча,ua,Кобижча
T,en,Kozats'ke,ru,Козацьке,ua,Козацьке
T,en,Makarivka,ru,Макарiвка,ua,Макарiвка
T,en,Markivtsi,ru,Маркiвцi,ua,Маркiвцi
T,en,Mirne,ru,Мирне,ua,Мирне
T,en,Nova basan',ru,Нова Басань,ua,Нова Басань
T,en,Novij bikiv,ru,Новий Бикiв,ua,Новий Бикiв
T,en,Ozerjani,ru,Озеряни,ua,Озеряни
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Osokorivka,ru,Осокорiвка,ua,Осокорiвка
T,en,Petrivka,ru,Петрiвка,ua,Петрiвка
T,en,Piski,ru,Пiски,ua,Пiски
T,en,Rud'kivka,ru,Рудькiвка,ua,Рудькiвка
T,en,Svidovets',ru,Свидовець,ua,Свидовець
T,en,Sokolivka,ru,Соколiвка,ua,Соколiвка
T,en,Stara basan',ru,Стара Басань,ua,Стара Басань
T,en,Starij bikiv,ru,Старий Бикiв,ua,Старий Бикiв
T,en,Schasnivka,ru,Щаснiвка,ua,Щаснiвка
T,en,JAroslavka,ru,Ярославка,ua,Ярославка
T,en,Berestovets',ru,Берестовець,ua,Берестовець
T,en,Borzna,ru,Борзна,ua,Борзна
T,en,Velika doch,ru,Велика Доч,ua,Велика Доч
T,en,Velika zagorivka,ru,Велика Загорiвка,ua,Велика Загорiвка
T,en,Visoke,ru,Високе,ua,Високе
T,en,Volovitsja,ru,Воловиця,ua,Воловиця
T,en,Galajbine,ru,Галайбине,ua,Галайбине
T,en,Goloven'ki,ru,Головеньки,ua,Головеньки
T,en,Zabilivschina,ru,Забiлiвщина,ua,Забiлiвщина
T,en,Ivanivka,ru,Iванiвка,ua,Iванiвка
T,en,Kinashivka,ru,Кинашiвка,ua,Кинашiвка
T,en,Komarivka,ru,Комарiвка,ua,Комарiвка
T,en,Krasnosil's'ke,ru,Красносiльське,ua,Красносiльське
T,en,Krasnostav,ru,Красностав,ua,Красностав
T,en,Kruti,ru,Крути,ua,Крути
T,en,Mala zagorivka,ru,Мала Загорiвка,ua,Мала Загорiвка
T,en,Mikolayivka,ru,Миколаївка,ua,Миколаївка
T,en,Novi mlini,ru,Новi Млини,ua,Новi Млини
T,en,Noselivka,ru,Носелiвка,ua,Носелiвка
T,en,Olenivka,ru,Оленiвка,ua,Оленiвка
T,en,Ombish,ru,Омбиш,ua,Омбиш
T,en,Petrivka,ru,Петрiвка,ua,Петрiвка
T,en,Pechi,ru,Печi,ua,Печi
T,en,Pliski,ru,Плиски,ua,Плиски
T,en,Prachi,ru,Прачi,ua,Прачi
T,en,Prohori,ru,Прохори,ua,Прохори
T,en,Sivolozh,ru,Сиволож,ua,Сиволож
T,en,Sidorivka,ru,Сидорiвка,ua,Сидорiвка
T,en,Smoljazh,ru,Смоляж,ua,Смоляж
T,en,Stepanivka,ru,Степанiвка,ua,Степанiвка
T,en,Trostjanka,ru,Тростянка,ua,Тростянка
T,en,Hovmi,ru,Ховми,ua,Ховми
T,en,Horoshe ozero,ru,Хороше Озеро,ua,Хороше Озеро
T,en,Shapovalivka,ru,Шаповалiвка,ua,Шаповалiвка
T,en,Shevchenka,ru,Шевченка,ua,Шевченка
T,en,JAduti,ru,Ядути,ua,Ядути
T,en,Antonivka,ru,Антонiвка,ua,Антонiвка
T,en,Bogdani,ru,Богдани,ua,Богдани
T,en,Bragintsi,ru,Брагинцi,ua,Брагинцi
T,en,Varva,ru,Варва,ua,Варва
T,en,Gnidintsi,ru,Гнiдинцi,ua,Гнiдинцi
T,en,Daschenki,ru,Дащенки,ua,Дащенки
T,en,Zhuravka,ru,Журавка,ua,Журавка
T,en,Kalinovitsja,ru,Калиновиця,ua,Калиновиця
T,en,Kuharka,ru,Кухарка,ua,Кухарка
T,en,Leljaki,ru,Леляки,ua,Леляки
T,en,Makiyivka,ru,Макiївка,ua,Макiївка
T,en,Marmizivka,ru,Мармизiвка,ua,Мармизiвка
T,en,Ozerjani,ru,Озеряни,ua,Озеряни
T,en,Ostapivka,ru,Остапiвка,ua,Остапiвка
T,en,Svitlichne,ru,Свiтличне,ua,Свiтличне
T,en,Andriyivka,ru,Андрiївка,ua,Андрiївка
T,en,Burivka,ru,Бурiвка,ua,Бурiвка
T,en,Butivka,ru,Бутiвка,ua,Бутiвка
T,en,Vaganichi,ru,Ваганичi,ua,Ваганичi
T,en,Velikij dirchin,ru,Великий Дирчин,ua,Великий Дирчин
T,en,Velikij listven,ru,Великий Листвен,ua,Великий Листвен
T,en,Vihvostiv,ru,Вихвостiв,ua,Вихвостiв
T,en,Vokzal gorodnja,ru,Вокзал Городня,ua,Вокзал Городня
T,en,Volodimirivka,ru,Володимирiвка,ua,Володимирiвка
T,en,Gnizdische,ru,Гнiздище,ua,Гнiздище
T,en,Gorodnja,ru,Городня,ua,Городня
T,en,Derevini,ru,Деревини,ua,Деревини
T,en,Dibrivne,ru,Дiбрiвне,ua,Дiбрiвне
T,en,Drozdovitsja,ru,Дроздовиця,ua,Дроздовиця
T,en,Ivashkivka,ru,Iвашкiвка,ua,Iвашкiвка
T,en,Il'mivka,ru,Iльмiвка,ua,Iльмiвка
T,en,Karpivka,ru,Карпiвка,ua,Карпiвка
T,en,Konotop,ru,Конотоп,ua,Конотоп
T,en,Kuznichi,ru,Кузничi,ua,Кузничi
T,en,Kulikivka,ru,Куликiвка,ua,Куликiвка
T,en,Kusiyi,ru,Кусiї,ua,Кусiї
T,en,Lemeshivka,ru,Лемешiвка,ua,Лемешiвка
T,en,Makishin,ru,Макишин,ua,Макишин
T,en,Molozhava,ru,Моложава,ua,Моложава
T,en,Moschenka,ru,Мощенка,ua,Мощенка
T,en,Nevklja,ru,Невкля,ua,Невкля
T,en,Pekurivka,ru,Пекурiвка,ua,Пекурiвка
T,en,Perepis,ru,Перепис,ua,Перепис
T,en,Sen'kivka,ru,Сенькiвка,ua,Сенькiвка
T,en,Smichin,ru,Смичин,ua,Смичин
T,en,Solonivka,ru,Солонiвка,ua,Солонiвка
T,en,Starosillja,ru,Старосiлля,ua,Старосiлля
T,en,Tupichiv,ru,Тупичiв,ua,Тупичiв
T,en,Horobichi,ru,Хоробичi,ua,Хоробичi
T,en,Hotivlja,ru,Хотiвля,ua,Хотiвля
T,en,Hripivka,ru,Хрипiвка,ua,Хрипiвка
T,en,Andriyivka,ru,Андрiївка,ua,Андрiївка
T,en,Bakayivka,ru,Бакаївка,ua,Бакаївка
T,en,Berezhivka,ru,Бережiвка,ua,Бережiвка
T,en,Bil'machivka,ru,Бiльмачiвка,ua,Бiльмачiвка
T,en,Budi,ru,Буди,ua,Буди
T,en,Burimka,ru,Бурiмка,ua,Бурiмка
T,en,Vereskuni,ru,Верескуни,ua,Верескуни
T,en,Vil'shana,ru,Вiльшана,ua,Вiльшана
T,en,Vlasivka,ru,Власiвка,ua,Власiвка
T,en,Gmirjanka,ru,Гмирянка,ua,Гмирянка
T,en,Gorodnja,ru,Городня,ua,Городня
T,en,Guzhivka,ru,Гужiвка,ua,Гужiвка
T,en,Doroginka,ru,Дорогинка,ua,Дорогинка
T,en,Zaudajka,ru,Заудайка,ua,Заудайка
T,en,Ivangorod,ru,Iвангород,ua,Iвангород
T,en,Ivanitsja,ru,Iваниця,ua,Iваниця
T,en,Irzhavets',ru,Iржавець,ua,Iржавець
T,en,Ichnja,ru,Iчня,ua,Iчня
